Dataset,Mode,Anomaly_ID,Trace_ID,Fitness_Pre,Fitness_Post,Delta,Outcome
sepsis,ISOLATED,Sub22,AI,0.7273,0.6818,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,CI,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,DI,0.6316,0.5789,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,EI,0.7619,0.7143,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,FI,0.7333,0.6667,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,GI,0.6316,0.5789,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,HI,0.8750,0.8125,-0.0625,WORSENED
sepsis,ISOLATED,Sub22,JI,0.6667,0.6000,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,LI,0.6667,0.6190,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,MI,0.6667,0.6000,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,OI,0.8462,0.7692,-0.0769,WORSENED
sepsis,ISOLATED,Sub22,Y,0.7333,0.6667,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,PI,0.7222,0.6667,-0.0556,WORSENED
sepsis,ISOLATED,Sub22,QI,0.6875,0.6250,-0.0625,WORSENED
sepsis,ISOLATED,Sub22,RI,0.7391,0.7391,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,SI,0.6400,0.6000,-0.0400,WORSENED
sepsis,ISOLATED,Sub22,TI,0.7143,0.6786,-0.0357,WORSENED
sepsis,ISOLATED,Sub22,UI,0.8095,0.7619,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,VI,0.6400,0.6400,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,WI,0.8750,0.8125,-0.0625,WORSENED
sepsis,ISOLATED,Sub22,YI,0.6190,0.5714,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,Z,0.6471,0.5882,-0.0588,WORSENED
sepsis,ISOLATED,Sub22,ZI,0.5600,0.5600,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,AJ,0.6562,0.6250,-0.0312,WORSENED
sepsis,ISOLATED,Sub22,BJ,0.6786,0.6429,-0.0357,WORSENED
sepsis,ISOLATED,Sub22,CJ,0.6562,0.6250,-0.0312,WORSENED
sepsis,ISOLATED,Sub22,GJ,0.6429,0.6071,-0.0357,WORSENED
sepsis,ISOLATED,Sub22,HJ,0.6818,0.6364,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,IJ,0.6522,0.6087,-0.0435,WORSENED
sepsis,ISOLATED,Sub22,AA,0.6667,0.6000,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,JJ,0.6316,0.5789,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,KJ,0.6471,0.5882,-0.0588,WORSENED
sepsis,ISOLATED,Sub22,LJ,0.6579,0.6316,-0.0263,WORSENED
sepsis,ISOLATED,Sub22,OJ,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,PJ,0.5769,0.5385,-0.0385,WORSENED
sepsis,ISOLATED,Sub22,QJ,0.6667,0.6190,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,RJ,0.7857,0.7143,-0.0714,WORSENED
sepsis,ISOLATED,Sub22,BA,0.8000,0.8000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,TJ,0.7273,0.6818,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,UJ,0.6087,0.5652,-0.0435,WORSENED
sepsis,ISOLATED,Sub22,VJ,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,XJ,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,YJ,0.7368,0.6842,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,ZJ,0.6957,0.6522,-0.0435,WORSENED
sepsis,ISOLATED,Sub22,AK,0.7222,0.6667,-0.0556,WORSENED
sepsis,ISOLATED,Sub22,BK,0.8000,0.8000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,CK,0.9167,0.8333,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,DK,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,CA,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,EK,0.5926,0.5556,-0.0370,WORSENED
sepsis,ISOLATED,Sub22,FK,0.6250,0.5833,-0.0417,WORSENED
sepsis,ISOLATED,Sub22,GK,0.5474,0.5368,-0.0105,WORSENED
sepsis,ISOLATED,Sub22,HK,0.7059,0.6471,-0.0588,WORSENED
sepsis,ISOLATED,Sub22,IK,0.7692,0.6923,-0.0769,WORSENED
sepsis,ISOLATED,Sub22,JK,0.5263,0.5000,-0.0263,WORSENED
sepsis,ISOLATED,Sub22,LK,0.7368,0.6842,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,MK,0.7059,0.6765,-0.0294,WORSENED
sepsis,ISOLATED,Sub22,NK,0.5600,0.5200,-0.0400,WORSENED
sepsis,ISOLATED,Sub22,C,0.6667,0.6190,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,DA,0.6842,0.6316,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,OK,0.6923,0.6538,-0.0385,WORSENED
sepsis,ISOLATED,Sub22,PK,0.7000,0.6667,-0.0333,WORSENED
sepsis,ISOLATED,Sub22,QK,0.6087,0.5652,-0.0435,WORSENED
sepsis,ISOLATED,Sub22,RK,0.7273,0.6818,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,TK,0.9167,0.8333,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,UK,0.7600,0.7200,-0.0400,WORSENED
sepsis,ISOLATED,Sub22,WK,0.6000,0.5333,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,XK,0.7692,0.6923,-0.0769,WORSENED
sepsis,ISOLATED,Sub22,EA,0.6364,0.5909,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,YK,0.7500,0.7083,-0.0417,WORSENED
sepsis,ISOLATED,Sub22,ZK,0.7222,0.6667,-0.0556,WORSENED
sepsis,ISOLATED,Sub22,BL,0.6111,0.5556,-0.0556,WORSENED
sepsis,ISOLATED,Sub22,CL,0.9091,0.8182,-0.0909,WORSENED
sepsis,ISOLATED,Sub22,DL,0.6667,0.6111,-0.0556,WORSENED
sepsis,ISOLATED,Sub22,EL,0.5714,0.5238,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,FL,0.6875,0.6250,-0.0625,WORSENED
sepsis,ISOLATED,Sub22,GL,0.7727,0.7273,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,HL,0.7273,0.6818,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,IL,0.6500,0.6000,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,JL,0.7059,0.6471,-0.0588,WORSENED
sepsis,ISOLATED,Sub22,LL,0.6207,0.5862,-0.0345,WORSENED
sepsis,ISOLATED,Sub22,ML,0.6111,0.5833,-0.0278,WORSENED
sepsis,ISOLATED,Sub22,NL,0.8462,0.7692,-0.0769,WORSENED
sepsis,ISOLATED,Sub22,OL,0.8421,0.7895,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,PL,0.6923,0.6923,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,QL,0.8462,0.7692,-0.0769,WORSENED
sepsis,ISOLATED,Sub22,RL,0.7857,0.7143,-0.0714,WORSENED
sepsis,ISOLATED,Sub22,GA,0.7368,0.7368,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,TL,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,UL,0.6429,0.6429,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,VL,0.6667,0.6190,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,WL,0.5625,0.5625,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,XL,0.6667,0.6190,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,ZL,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,AM,0.8333,0.7500,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,CM,0.6364,0.5909,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,EM,0.6389,0.6111,-0.0278,WORSENED
sepsis,ISOLATED,Sub22,GM,0.6500,0.6000,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,HM,0.7273,0.6818,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,JM,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,KM,0.5480,0.5480,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,LM,0.6429,0.6190,-0.0238,WORSENED
sepsis,ISOLATED,Sub22,IA,0.7333,0.6667,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,MM,0.5926,0.5556,-0.0370,WORSENED
sepsis,ISOLATED,Sub22,NM,0.5909,0.5455,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,OM,0.6538,0.6154,-0.0385,WORSENED
sepsis,ISOLATED,Sub22,QM,0.6316,0.5789,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,SM,0.7021,0.6809,-0.0213,WORSENED
sepsis,ISOLATED,Sub22,TM,0.7143,0.6429,-0.0714,WORSENED
sepsis,ISOLATED,Sub22,VM,0.7727,0.7273,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,WM,0.7826,0.7826,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,XM,0.8000,0.7600,-0.0400,WORSENED
sepsis,ISOLATED,Sub22,YM,0.7000,0.7000,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,ZM,0.6571,0.6286,-0.0286,WORSENED
sepsis,ISOLATED,Sub22,AN,0.7333,0.6667,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,BN,0.6061,0.5758,-0.0303,WORSENED
sepsis,ISOLATED,Sub22,CN,0.6667,0.6111,-0.0556,WORSENED
sepsis,ISOLATED,Sub22,DN,0.9167,0.8333,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,EN,0.7333,0.6667,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,FN,0.6667,0.6667,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,KA,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,GN,0.6250,0.6042,-0.0208,WORSENED
sepsis,ISOLATED,Sub22,HN,0.6800,0.6400,-0.0400,WORSENED
sepsis,ISOLATED,Sub22,IN,0.6667,0.6111,-0.0556,WORSENED
sepsis,ISOLATED,Sub22,KN,0.6190,0.6190,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,LN,0.6818,0.6364,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,MN,0.5750,0.5750,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,NN,0.7500,0.7000,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,PN,0.7692,0.6923,-0.0769,WORSENED
sepsis,ISOLATED,Sub22,LA,0.8333,0.7500,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,QN,0.6957,0.6522,-0.0435,WORSENED
sepsis,ISOLATED,Sub22,SN,0.6667,0.6000,-0.0667,WORSENED
sepsis,ISOLATED,Sub22,TN,0.6765,0.6471,-0.0294,WORSENED
sepsis,ISOLATED,Sub22,UN,0.8333,0.7500,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,VN,0.7714,0.7429,-0.0286,WORSENED
sepsis,ISOLATED,Sub22,WN,0.6667,0.6333,-0.0333,WORSENED
sepsis,ISOLATED,Sub22,XN,0.6957,0.6957,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,YN,0.6429,0.6429,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,ZN,0.8333,0.7500,-0.0833,WORSENED
sepsis,ISOLATED,Sub22,MA,0.6667,0.6190,-0.0476,WORSENED
sepsis,ISOLATED,Sub22,AO,0.9286,0.8571,-0.0714,WORSENED
sepsis,ISOLATED,Sub22,BO,0.7692,0.6923,-0.0769,WORSENED
sepsis,ISOLATED,Sub22,CO,0.7333,0.7333,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,EO,0.7273,0.6818,-0.0455,WORSENED
sepsis,ISOLATED,Sub22,FO,0.5714,0.5714,0.0000,UNCHANGED
sepsis,ISOLATED,Sub22,GO,0.7037,0.6667,-0.0370,WORSENED
sepsis,ISOLATED,Sub22,HO,0.7188,0.6875,-0.0312,WORSENED
sepsis,ISOLATED,Sub22,IO,0.7083,0.6667,-0.0417,WORSENED
sepsis,ISOLATED,Sub22,JO,0.6842,0.6316,-0.0526,WORSENED
sepsis,ISOLATED,Sub22,D,0.7000,0.6500,-0.0500,WORSENED
sepsis,ISOLATED,Sub22,NA,0.5806,0.5484,-0.0323,WORSENED
sepsis,ISOLATED,Sub22,KO,0.7391,0.6957,-0.0435,WORSENED
